acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song,speechiness,tempo,time_signature,track_href,type,uri,valence
0.0892,https://api.spotify.com/v1/audio-analysis/4qz8PpznLcX5AtoUusIiAh,0.657,282867,0.828,4qz8PpznLcX5AtoUusIiAh,0,1,0.0575,-9.344,1,A Girl Like You - The Smithereens,0.0283,123.799,4,https://api.spotify.com/v1/tracks/4qz8PpznLcX5AtoUusIiAh,audio_features,spotify:track:4qz8PpznLcX5AtoUusIiAh,0.908
0.417,https://api.spotify.com/v1/audio-analysis/4umQbcdBF3YVsNBvvnFLiX,0.653,281800,0.884,4umQbcdBF3YVsNBvvnFLiX,0,10,0.318,-10.224,1,A Good Heart - Feargal Sharkey,0.0444,104.647,4,https://api.spotify.com/v1/tracks/4umQbcdBF3YVsNBvvnFLiX,audio_features,spotify:track:4umQbcdBF3YVsNBvvnFLiX,0.762
0.000143,https://api.spotify.com/v1/audio-analysis/3y76fWBgje3pSPV3PFmVS3,0.522,194627,0.831,3y76fWBgje3pSPV3PFmVS3,0.0142,9,0.0231,-2.384,0,A Good Idea At The Time - Ok Go,0.0695,123.154,4,https://api.spotify.com/v1/tracks/3y76fWBgje3pSPV3PFmVS3,audio_features,spotify:track:3y76fWBgje3pSPV3PFmVS3,0.709
0.00238,https://api.spotify.com/v1/audio-analysis/6398vUKLbric3lZ7bcque3,0.529,259213,0.869,6398vUKLbric3lZ7bcque3,1.91E-06,0,0.181,-3.846,1,A Great Big Sled - The Killers / Toni Halliday,0.0587,127.952,4,https://api.spotify.com/v1/tracks/6398vUKLbric3lZ7bcque3,audio_features,spotify:track:6398vUKLbric3lZ7bcque3,0.285
0.0185,https://api.spotify.com/v1/audio-analysis/4d20POu3MAqdNa20OFS6yy,0.343,286200,0.939,4d20POu3MAqdNa20OFS6yy,0.961,11,0.478,-5.917,0,A Guitar And A Heart - M83,0.0625,139.972,4,https://api.spotify.com/v1/tracks/4d20POu3MAqdNa20OFS6yy,audio_features,spotify:track:4d20POu3MAqdNa20OFS6yy,0.0405
0.00621,https://api.spotify.com/v1/audio-analysis/3BpFOojrFz0ZUwDVuaFU64,0.573,252507,0.863,3BpFOojrFz0ZUwDVuaFU64,0.000314,5,0.0801,-6.764,0,A Horse Is Not A Home - Miike Snow,0.0586,132.069,4,https://api.spotify.com/v1/tracks/3BpFOojrFz0ZUwDVuaFU64,audio_features,spotify:track:3BpFOojrFz0ZUwDVuaFU64,0.524
0.000672,https://api.spotify.com/v1/audio-analysis/326cT14424FuMNuXAcybFi,0.442,261080,0.84,326cT14424FuMNuXAcybFi,0,8,0.111,-5.916,0,A Kind Of Hope - Pilot Speed,0.0992,150.949,4,https://api.spotify.com/v1/tracks/326cT14424FuMNuXAcybFi,audio_features,spotify:track:326cT14424FuMNuXAcybFi,0.59
0.00267,https://api.spotify.com/v1/audio-analysis/4GERduHBPVmh9ECjBtEPA4,0.401,233533,0.841,4GERduHBPVmh9ECjBtEPA4,8.28E-06,7,0.139,-6.096,1,A La Mierda - Ska-P,0.0695,187.822,4,https://api.spotify.com/v1/tracks/4GERduHBPVmh9ECjBtEPA4,audio_features,spotify:track:4GERduHBPVmh9ECjBtEPA4,0.53
0.00459,https://api.spotify.com/v1/audio-analysis/0rLc6orEtv9j0a7LLZGAgw,0.429,358747,0.473,0rLc6orEtv9j0a7LLZGAgw,0.00843,4,0.108,-9.225,0,A Life Worth Living - Aereogramme,0.032,79.976,4,https://api.spotify.com/v1/tracks/0rLc6orEtv9j0a7LLZGAgw,audio_features,spotify:track:0rLc6orEtv9j0a7LLZGAgw,0.166
0.0296,https://api.spotify.com/v1/audio-analysis/72jGj8k9C7DIQesDYenUT3,0.667,175093,0.954,72jGj8k9C7DIQesDYenUT3,0,2,0.331,-3.462,1,A Little Bit Longer - Jonas Brothers,0.0817,114,4,https://api.spotify.com/v1/tracks/72jGj8k9C7DIQesDYenUT3,audio_features,spotify:track:72jGj8k9C7DIQesDYenUT3,0.807
0.344,https://api.spotify.com/v1/audio-analysis/6t41YFF4hNGqixbwv3wKnR,0.787,259427,0.877,6t41YFF4hNGqixbwv3wKnR,2.00E-05,2,0.202,-3.539,1,A Little Bit Of Riddim - Michael Franti & Spearhead / Cherine Anderson,0.0683,102.147,4,https://api.spotify.com/v1/tracks/6t41YFF4hNGqixbwv3wKnR,audio_features,spotify:track:6t41YFF4hNGqixbwv3wKnR,0.917
0.0776,https://api.spotify.com/v1/audio-analysis/7LrZ3SczM7zlUkVlhevPp2,0.484,172227,0.61,7LrZ3SczM7zlUkVlhevPp2,2.81E-06,11,0.102,-8.484,1,A Little More Country Than That - Easton Corbin,0.0363,84.365,4,https://api.spotify.com/v1/tracks/7LrZ3SczM7zlUkVlhevPp2,audio_features,spotify:track:7LrZ3SczM7zlUkVlhevPp2,0.584
0.451,https://api.spotify.com/v1/audio-analysis/6CAwmtliTx9tUynU45okrR,0.49,78733,0.695,6CAwmtliTx9tUynU45okrR,0,8,0.536,-11.336,1,A Little Something Refreshing - No Doubt,0.171,177.518,3,https://api.spotify.com/v1/tracks/6CAwmtliTx9tUynU45okrR,audio_features,spotify:track:6CAwmtliTx9tUynU45okrR,0.658
0.0376,https://api.spotify.com/v1/audio-analysis/31UvMGxjibBr1GqIUKwi1r,0.857,244160,0.765,31UvMGxjibBr1GqIUKwi1r,3.73E-06,1,0.137,-4.468,1,A Lo Cubano - Orishas,0.206,98.157,4,https://api.spotify.com/v1/tracks/31UvMGxjibBr1GqIUKwi1r,audio_features,spotify:track:31UvMGxjibBr1GqIUKwi1r,0.724
0.327,https://api.spotify.com/v1/audio-analysis/2w3eXFL86RgxGtDr8bzwgK,0.567,285345,0.459,2w3eXFL86RgxGtDr8bzwgK,0.000254,1,0.202,-9.488,1,A Message - Coldplay,0.0289,116.92,4,https://api.spotify.com/v1/tracks/2w3eXFL86RgxGtDr8bzwgK,audio_features,spotify:track:2w3eXFL86RgxGtDr8bzwgK,0.151
0.149,https://api.spotify.com/v1/audio-analysis/5dRfBz5ZXJc5gZJsNM04nn,0.906,172600,0.45,5dRfBz5ZXJc5gZJsNM04nn,0.000232,0,0.168,-8.003,1,A Message To You Rudy - The Specials,0.0627,103.476,4,https://api.spotify.com/v1/tracks/5dRfBz5ZXJc5gZJsNM04nn,audio_features,spotify:track:5dRfBz5ZXJc5gZJsNM04nn,0.969
0.508,https://api.spotify.com/v1/audio-analysis/60mOfkGcqyS9UaRQsZ6e2C,0.569,249680,0.391,60mOfkGcqyS9UaRQsZ6e2C,0,2,0.28,-7.165,1,A Million Miles Away - Rihanna,0.0277,123.825,4,https://api.spotify.com/v1/tracks/60mOfkGcqyS9UaRQsZ6e2C,audio_features,spotify:track:60mOfkGcqyS9UaRQsZ6e2C,0.0594
0.00041,https://api.spotify.com/v1/audio-analysis/0n49fCjNGsbtNOE6cuWk79,0.641,193133,0.745,0n49fCjNGsbtNOE6cuWk79,0.287,4,0.108,-4.469,0,A Million Ways - Ok Go,0.0397,130.005,4,https://api.spotify.com/v1/tracks/0n49fCjNGsbtNOE6cuWk79,audio_features,spotify:track:0n49fCjNGsbtNOE6cuWk79,0.539
0.212,https://api.spotify.com/v1/audio-analysis/1VCGUcuwFfTqGxOfCdcgIE,0.513,256264,0.322,1VCGUcuwFfTqGxOfCdcgIE,0.479,8,0.104,-12.654,1,A Moment Like This - Leona Lewis,0.0305,135.948,4,https://api.spotify.com/v1/tracks/1VCGUcuwFfTqGxOfCdcgIE,audio_features,spotify:track:1VCGUcuwFfTqGxOfCdcgIE,0.0992
1.03E-05,https://api.spotify.com/v1/audio-analysis/6vArngnHTnsGymZFCEACcA,0.188,264440,0.986,6vArngnHTnsGymZFCEACcA,0.775,2,0.851,-5.733,1,A New Level [Live Version] - Pantera,0.151,143.437,4,https://api.spotify.com/v1/tracks/6vArngnHTnsGymZFCEACcA,audio_features,spotify:track:6vArngnHTnsGymZFCEACcA,0.136
0.142,https://api.spotify.com/v1/audio-analysis/692ZJnSyDFD9uHrH9BVwEr,0.841,358867,0.642,692ZJnSyDFD9uHrH9BVwEr,0.378,7,0.0632,-7.824,0,A Night In Torino - Parov Stelar,0.0559,125.01,4,https://api.spotify.com/v1/tracks/692ZJnSyDFD9uHrH9BVwEr,audio_features,spotify:track:692ZJnSyDFD9uHrH9BVwEr,0.916
0.014,https://api.spotify.com/v1/audio-analysis/67Za0Ax9L4JuVszW4UxJ29,0.548,179173,0.958,67Za0Ax9L4JuVszW4UxJ29,0,3,0.122,-2.981,1,A Party Song (The Walk of Shame) - All Time Low,0.041,98.986,4,https://api.spotify.com/v1/tracks/67Za0Ax9L4JuVszW4UxJ29,audio_features,spotify:track:67Za0Ax9L4JuVszW4UxJ29,0.612
0.252,https://api.spotify.com/v1/audio-analysis/2QuqBHd1y3N268XVe2D115,0.289,221787,0.674,2QuqBHd1y3N268XVe2D115,0,0,0.137,-8.192,1,A Perfect Sonnet - Bright Eyes,0.0508,126.929,4,https://api.spotify.com/v1/tracks/2QuqBHd1y3N268XVe2D115,audio_features,spotify:track:2QuqBHd1y3N268XVe2D115,0.211
0.00502,https://api.spotify.com/v1/audio-analysis/1spLfUJxtyVyiKKTegQ2r4,0.477,220147,0.735,1spLfUJxtyVyiKKTegQ2r4,0,4,0.128,-5.686,1,A Perfectly Good Heart - Taylor Swift,0.0346,156.035,4,https://api.spotify.com/v1/tracks/1spLfUJxtyVyiKKTegQ2r4,audio_features,spotify:track:1spLfUJxtyVyiKKTegQ2r4,0.326
0.0651,https://api.spotify.com/v1/audio-analysis/6rQywNSKnznnTWIhD91FUY,0.371,268773,0.302,6rQywNSKnznnTWIhD91FUY,0.00109,6,0.138,-12.078,1,A Prayer - East Blues Experience,0.145,173.5,4,https://api.spotify.com/v1/tracks/6rQywNSKnznnTWIhD91FUY,audio_features,spotify:track:6rQywNSKnznnTWIhD91FUY,0.0375
0.656,https://api.spotify.com/v1/audio-analysis/4Xunts6NLofGZCFEICTDTg,0.437,185933,0.155,4Xunts6NLofGZCFEICTDTg,6.57E-05,0,0.171,-15.078,1,A Primera Vista - Pedro Aznar,0.0325,82.033,4,https://api.spotify.com/v1/tracks/4Xunts6NLofGZCFEICTDTg,audio_features,spotify:track:4Xunts6NLofGZCFEICTDTg,0.352
0.807,https://api.spotify.com/v1/audio-analysis/1IeJodwfss3gqopoY4TxMn,0.466,212293,0.552,1IeJodwfss3gqopoY4TxMn,0.709,2,0.186,-7.752,0,A Quai - Yann Tiersen,0.0322,84.028,4,https://api.spotify.com/v1/tracks/1IeJodwfss3gqopoY4TxMn,audio_features,spotify:track:1IeJodwfss3gqopoY4TxMn,0.414
0.5,https://api.spotify.com/v1/audio-analysis/2WHsVjndiTbqMTWy1gfOnV,0.306,232387,0.5,2WHsVjndiTbqMTWy1gfOnV,0.437,9,0.227,-9.837,1,A Reminder - Radiohead,0.0276,76.918,3,https://api.spotify.com/v1/tracks/2WHsVjndiTbqMTWy1gfOnV,audio_features,spotify:track:2WHsVjndiTbqMTWy1gfOnV,0.139
0.889,https://api.spotify.com/v1/audio-analysis/5tLEw96eYah2j3i1fzgaCh,0.488,159693,0.422,5tLEw96eYah2j3i1fzgaCh,0.0984,2,0.257,-10.861,0,A Ribbon - Devendra Banhart,0.0339,116.676,4,https://api.spotify.com/v1/tracks/5tLEw96eYah2j3i1fzgaCh,audio_features,spotify:track:5tLEw96eYah2j3i1fzgaCh,0.386
0.727,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,0.56,309600,0.442,75JFxkI2RXiU7L9VXzMkle,1.71E-05,5,0.11,-7.224,1,A Rush Of Blood To The Head - Coldplay,0.0243,146.448,4,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,audio_features,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.212
0.714,https://api.spotify.com/v1/audio-analysis/6Op6DvUq5QwrLqAoRF4F6E,0.397,239200,0.44,6Op6DvUq5QwrLqAoRF4F6E,0.00278,2,0.0907,-10,1,A Sisters Social Agony - Camera Obscura,0.0266,93.932,3,https://api.spotify.com/v1/tracks/6Op6DvUq5QwrLqAoRF4F6E,audio_features,spotify:track:6Op6DvUq5QwrLqAoRF4F6E,0.226
0.219,https://api.spotify.com/v1/audio-analysis/2xN1dQNViB0hNdTKK2W6qL,0.362,355200,0.592,2xN1dQNViB0hNdTKK2W6qL,0.961,7,0.0903,-11.49,0,A Song About Hope - Ulrich Schnauss,0.0359,107.965,4,https://api.spotify.com/v1/tracks/2xN1dQNViB0hNdTKK2W6qL,audio_features,spotify:track:2xN1dQNViB0hNdTKK2W6qL,0.0502
0.0397,https://api.spotify.com/v1/audio-analysis/7a90gal9tr3yS8bEXUvu8D,0.389,326160,0.923,7a90gal9tr3yS8bEXUvu8D,0.00105,9,0.114,-6.668,0,A Song For The Lovers - Richard Ashcroft,0.0475,154.127,4,https://api.spotify.com/v1/tracks/7a90gal9tr3yS8bEXUvu8D,audio_features,spotify:track:7a90gal9tr3yS8bEXUvu8D,0.49
0.129,https://api.spotify.com/v1/audio-analysis/2KCwM5OFp6byEGc0tSvB5E,0.391,403493,0.647,2KCwM5OFp6byEGc0tSvB5E,0.923,11,0.358,-10.586,1,A Strangely Isolated Place - Ulrich Schnauss,0.0389,139.842,4,https://api.spotify.com/v1/tracks/2KCwM5OFp6byEGc0tSvB5E,audio_features,spotify:track:2KCwM5OFp6byEGc0tSvB5E,0.241
0.516,https://api.spotify.com/v1/audio-analysis/0u0B4R9mRTu91YraY9KVF7,0.531,192333,0.368,0u0B4R9mRTu91YraY9KVF7,0.0347,1,0.0921,-12.761,0,A Stranger - A Perfect Circle,0.0293,109.889,4,https://api.spotify.com/v1/tracks/0u0B4R9mRTu91YraY9KVF7,audio_features,spotify:track:0u0B4R9mRTu91YraY9KVF7,0.0926
0.729,https://api.spotify.com/v1/audio-analysis/5xM7bDmr2KUynKX6OfZufi,0.587,160413,0.414,5xM7bDmr2KUynKX6OfZufi,0.000123,9,0.106,-12.68,1,A Summer Song - Chad & Jeremy,0.0296,124.016,4,https://api.spotify.com/v1/tracks/5xM7bDmr2KUynKX6OfZufi,audio_features,spotify:track:5xM7bDmr2KUynKX6OfZufi,0.497
0.898,https://api.spotify.com/v1/audio-analysis/6P0ll8fF56bDSnrQ4XS86p,0.308,215573,0.43,6P0ll8fF56bDSnrQ4XS86p,0.00111,5,0.37,-9.372,1,A Sunday Smile - Beirut,0.0314,161.846,3,https://api.spotify.com/v1/tracks/6P0ll8fF56bDSnrQ4XS86p,audio_features,spotify:track:6P0ll8fF56bDSnrQ4XS86p,0.473
0.627,https://api.spotify.com/v1/audio-analysis/6AhHYWJOBMRjEi2z1tWpYa,0.549,153867,0.273,6AhHYWJOBMRjEi2z1tWpYa,0,1,0.192,-13.604,1,A Teenager In Love - Dion & The Belmonts,0.0381,79.136,4,https://api.spotify.com/v1/tracks/6AhHYWJOBMRjEi2z1tWpYa,audio_features,spotify:track:6AhHYWJOBMRjEi2z1tWpYa,0.679
0.323,https://api.spotify.com/v1/audio-analysis/4w1lzcaoZ1IC2K5TwjalRP,0.56,237493,0.825,4w1lzcaoZ1IC2K5TwjalRP,0,11,0.161,-3.862,1,A Thousand Miles - Vanessa Carlton,0.0379,94.931,4,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,audio_features,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,0.268
0.687,https://api.spotify.com/v1/audio-analysis/1EtN1I3hbkuIl6zka9XhJ3,0.65,218960,0.574,1EtN1I3hbkuIl6zka9XhJ3,8.44E-06,2,0.123,-7.82,1,A Ti - Sin Bandera,0.0393,122.414,4,https://api.spotify.com/v1/tracks/1EtN1I3hbkuIl6zka9XhJ3,audio_features,spotify:track:1EtN1I3hbkuIl6zka9XhJ3,0.232
0.0484,https://api.spotify.com/v1/audio-analysis/1tuobcx2zAPQtIItqJuQsX,0.445,291013,0.85,1tuobcx2zAPQtIItqJuQsX,0.86,2,0.103,-3.619,0,A Time To Be So Small - Interpol,0.0275,87.002,4,https://api.spotify.com/v1/tracks/1tuobcx2zAPQtIItqJuQsX,audio_features,spotify:track:1tuobcx2zAPQtIItqJuQsX,0.532
0.0189,https://api.spotify.com/v1/audio-analysis/2E2dLZK0gSTl6vjr53BfKM,0.596,266133,0.83,2E2dLZK0gSTl6vjr53BfKM,0,1,0.0429,-4.256,1,A Veces Vuelvo - Catupecu Machu,0.0353,126.565,4,https://api.spotify.com/v1/tracks/2E2dLZK0gSTl6vjr53BfKM,audio_features,spotify:track:2E2dLZK0gSTl6vjr53BfKM,0.607
0.736,https://api.spotify.com/v1/audio-analysis/0AGqXceSxxjhEBTcldpaP8,0.274,202307,0.122,0AGqXceSxxjhEBTcldpaP8,0.838,0,0.113,-28.38,0,A Warm Place - Nine Inch Nails,0.0349,139.652,4,https://api.spotify.com/v1/tracks/0AGqXceSxxjhEBTcldpaP8,audio_features,spotify:track:0AGqXceSxxjhEBTcldpaP8,0.0683
0.297,https://api.spotify.com/v1/audio-analysis/5e3isD5st7PGYzSJuoRSIV,0.53,161587,0.873,5e3isD5st7PGYzSJuoRSIV,0,4,0.0521,-5.105,0,A Well Respected Man - The Kinks,0.118,162.154,4,https://api.spotify.com/v1/tracks/5e3isD5st7PGYzSJuoRSIV,audio_features,spotify:track:5e3isD5st7PGYzSJuoRSIV,0.583
0.588,https://api.spotify.com/v1/audio-analysis/7KolrFGhfDi1JTSgQBT5sI,0.277,238333,0.797,7KolrFGhfDi1JTSgQBT5sI,0.341,0,0.221,-5.66,1,A Whisper - Coldplay,0.0385,177.009,3,https://api.spotify.com/v1/tracks/7KolrFGhfDi1JTSgQBT5sI,audio_features,spotify:track:7KolrFGhfDi1JTSgQBT5sI,0.259
0.504,https://api.spotify.com/v1/audio-analysis/3qitymULqEibr7yknRMKU4,0.249,248947,0.66,3qitymULqEibr7yknRMKU4,0.0026,0,0.0891,-6.905,1,A Whiter Shade Of Pale - Procol Harum,0.0342,149.813,4,https://api.spotify.com/v1/tracks/3qitymULqEibr7yknRMKU4,audio_features,spotify:track:3qitymULqEibr7yknRMKU4,0.435
0.265,https://api.spotify.com/v1/audio-analysis/66cuLvkHsW7dNkfNk6gQP9,0.48,201333,0.675,66cuLvkHsW7dNkfNk6gQP9,4.23E-06,7,0.235,-7.134,1,A Wolf At The Door - Radiohead,0.029,138.784,3,https://api.spotify.com/v1/tracks/66cuLvkHsW7dNkfNk6gQP9,audio_features,spotify:track:66cuLvkHsW7dNkfNk6gQP9,0.37
0.104,https://api.spotify.com/v1/audio-analysis/5178vHh0Sr8L5CM1Q5FHIT,0.746,304787,0.299,5178vHh0Sr8L5CM1Q5FHIT,9.14E-05,11,0.162,-11.637,0,A Woman\'s Worth - Alicia Keys,0.0836,75.017,4,https://api.spotify.com/v1/tracks/5178vHh0Sr8L5CM1Q5FHIT,audio_features,spotify:track:5178vHh0Sr8L5CM1Q5FHIT,0.59
0.232,https://api.spotify.com/v1/audio-analysis/1A0j6qANKHgk7VZ6uvYO06,0.512,160880,0.658,1A0j6qANKHgk7VZ6uvYO06,0,1,0.108,-9.972,0,A World Without Love - Peter And Gordon,0.0607,129.861,4,https://api.spotify.com/v1/tracks/1A0j6qANKHgk7VZ6uvYO06,audio_features,spotify:track:1A0j6qANKHgk7VZ6uvYO06,0.752
0.906,https://api.spotify.com/v1/audio-analysis/0LQm9wgR6DkNbPsUqpl3iH,0.428,235125,0.14,0LQm9wgR6DkNbPsUqpl3iH,0,9,0.0971,-12.718,1,A Year - Loudon Wainwright III,0.0382,177.675,4,https://api.spotify.com/v1/tracks/0LQm9wgR6DkNbPsUqpl3iH,audio_features,spotify:track:0LQm9wgR6DkNbPsUqpl3iH,0.379
0.513,https://api.spotify.com/v1/audio-analysis/7nK3q1GgJDxlWfCwtiLV5a,0.673,220547,0.869,7nK3q1GgJDxlWfCwtiLV5a,0,10,0.157,-4.566,1,A fuego lento - Rosana,0.0975,119.106,4,https://api.spotify.com/v1/tracks/7nK3q1GgJDxlWfCwtiLV5a,audio_features,spotify:track:7nK3q1GgJDxlWfCwtiLV5a,0.728
0.00377,https://api.spotify.com/v1/audio-analysis/33ayEZDfgARpadIdqo87JQ,0.609,226760,0.874,33ayEZDfgARpadIdqo87JQ,2.40E-05,2,0.419,-4.24,0,AMERIKA - Rammstein,0.0966,125.045,4,https://api.spotify.com/v1/tracks/33ayEZDfgARpadIdqo87JQ,audio_features,spotify:track:33ayEZDfgARpadIdqo87JQ,0.428
0.00547,https://api.spotify.com/v1/audio-analysis/4tNIRQkZwbtXPVYtaYDiTd,0.626,290907,0.546,4tNIRQkZwbtXPVYtaYDiTd,0.107,5,0.119,-7.168,0,AMOUR - Rammstein,0.0273,104.017,4,https://api.spotify.com/v1/tracks/4tNIRQkZwbtXPVYtaYDiTd,audio_features,spotify:track:4tNIRQkZwbtXPVYtaYDiTd,0.291
0.00357,https://api.spotify.com/v1/audio-analysis/6gCVA6ja6g0foIsWv0RuSZ,0.376,176200,0.787,6gCVA6ja6g0foIsWv0RuSZ,0,5,0.552,-4.731,0,ATWA - System of a Down,0.0395,87.105,4,https://api.spotify.com/v1/tracks/6gCVA6ja6g0foIsWv0RuSZ,audio_features,spotify:track:6gCVA6ja6g0foIsWv0RuSZ,0.372
0.358,https://api.spotify.com/v1/audio-analysis/6BpbWAw0kRnhqNqumLoNbm,0.484,225013,0.92,6BpbWAw0kRnhqNqumLoNbm,6.23E-05,5,0.0939,-4.365,0,Above The Clouds (Edited) - Gang Starr/Inspectah Deck,0.301,172.299,4,https://api.spotify.com/v1/tracks/6BpbWAw0kRnhqNqumLoNbm,audio_features,spotify:track:6BpbWAw0kRnhqNqumLoNbm,0.705
0.135,https://api.spotify.com/v1/audio-analysis/3en0ibPV38IiqQvVFEn2oA,0.725,194960,0.774,3en0ibPV38IiqQvVFEn2oA,0.126,4,0.0844,-6.402,0,Above You - The Whitest Boy Alive,0.174,78.976,4,https://api.spotify.com/v1/tracks/3en0ibPV38IiqQvVFEn2oA,audio_features,spotify:track:3en0ibPV38IiqQvVFEn2oA,0.72
0.0749,https://api.spotify.com/v1/audio-analysis/2E2ZVy2fxslpAUgbb4zu84,0.791,308373,0.535,2E2ZVy2fxslpAUgbb4zu84,1.96E-06,9,0.156,-13.261,0,Abracadabra - Steve Miller Band,0.0355,127.488,4,https://api.spotify.com/v1/tracks/2E2ZVy2fxslpAUgbb4zu84,audio_features,spotify:track:2E2ZVy2fxslpAUgbb4zu84,0.963
0.684,https://api.spotify.com/v1/audio-analysis/25xw3RYpFrMkelcojQmhYT,0.444,230813,0.266,25xw3RYpFrMkelcojQmhYT,0,11,0.112,-11.884,1,Abrazame  (Version Acustica) - Camila,0.0447,150.026,4,https://api.spotify.com/v1/tracks/25xw3RYpFrMkelcojQmhYT,audio_features,spotify:track:25xw3RYpFrMkelcojQmhYT,0.564
0.417,https://api.spotify.com/v1/audio-analysis/6rCyXpDwlMf1GH2qlpjJWv,0.458,230720,0.472,6rCyXpDwlMf1GH2qlpjJWv,0,6,0.104,-7.183,1,Abrazame - Camila,0.0478,150.936,4,https://api.spotify.com/v1/tracks/6rCyXpDwlMf1GH2qlpjJWv,audio_features,spotify:track:6rCyXpDwlMf1GH2qlpjJWv,0.322
0.000391,https://api.spotify.com/v1/audio-analysis/28nq2JXxCv1cT86Iirn6Bk,0.252,198120,0.954,28nq2JXxCv1cT86Iirn6Bk,0.0003,1,0.147,-4.37,0,Absence of Fear - War Of Ages,0.094,194.045,4,https://api.spotify.com/v1/tracks/28nq2JXxCv1cT86Iirn6Bk,audio_features,spotify:track:28nq2JXxCv1cT86Iirn6Bk,0.466
0.00125,https://api.spotify.com/v1/audio-analysis/0gUOLiq40sPhn9Qn0F3hqc,0.407,388867,0.774,0gUOLiq40sPhn9Qn0F3hqc,0.0277,1,0.334,-9.618,1,Absolution: Of Flight and Failure - A Hope For Home,0.106,154.065,4,https://api.spotify.com/v1/tracks/0gUOLiq40sPhn9Qn0F3hqc,audio_features,spotify:track:0gUOLiq40sPhn9Qn0F3hqc,0.103
0.0738,https://api.spotify.com/v1/audio-analysis/70ftmiU08HpSHxPD2dTnnh,0.7,248120,0.853,70ftmiU08HpSHxPD2dTnnh,0.00116,11,0.111,-4.631,1,Acapella - Kelis,0.0506,127.981,4,https://api.spotify.com/v1/tracks/70ftmiU08HpSHxPD2dTnnh,audio_features,spotify:track:70ftmiU08HpSHxPD2dTnnh,0.787
0.649,https://api.spotify.com/v1/audio-analysis/7dId4Sa7LAlBxX5fJQXts4,0.718,160533,0.353,7dId4Sa7LAlBxX5fJQXts4,0.656,0,0.505,-11.973,0,Acapulco 1922 - Herb Alpert And The Tijuana Brass,0.0433,141.803,4,https://api.spotify.com/v1/tracks/7dId4Sa7LAlBxX5fJQXts4,audio_features,spotify:track:7dId4Sa7LAlBxX5fJQXts4,0.715
0.936,https://api.spotify.com/v1/audio-analysis/1fOvW60gaeWtUCgjneOxnS,0.402,393867,0.113,1fOvW60gaeWtUCgjneOxnS,0.0145,0,0.0928,-16.583,1,Accidental Babies - Damien Rice,0.0384,128.539,4,https://api.spotify.com/v1/tracks/1fOvW60gaeWtUCgjneOxnS,audio_features,spotify:track:1fOvW60gaeWtUCgjneOxnS,0.181
0.0711,https://api.spotify.com/v1/audio-analysis/2EoIt9vdgFRNW03u5IvFsQ,0.795,203373,0.582,2EoIt9vdgFRNW03u5IvFsQ,0,9,0.12,-10.156,1,Achy Breaky Heart - Billy Ray Cyrus,0.0306,121.798,4,https://api.spotify.com/v1/tracks/2EoIt9vdgFRNW03u5IvFsQ,audio_features,spotify:track:2EoIt9vdgFRNW03u5IvFsQ,0.965
0.000333,https://api.spotify.com/v1/audio-analysis/7D1wLtyGaUppoqMleM6VqT,0.414,396067,0.945,7D1wLtyGaUppoqMleM6VqT,0.479,9,0.314,-4.66,1,Acid Rain - Liquid Tension Experiment,0.0897,145.014,4,https://api.spotify.com/v1/tracks/7D1wLtyGaUppoqMleM6VqT,audio_features,spotify:track:7D1wLtyGaUppoqMleM6VqT,0.565
0.0848,https://api.spotify.com/v1/audio-analysis/4NGS3j6JmOx6VUaXt6VQbj,0.854,219933,0.742,4NGS3j6JmOx6VUaXt6VQbj,0,2,0.563,-3.398,1,Ackrite - Dr. Dre / Hittman,0.325,94.169,4,https://api.spotify.com/v1/tracks/4NGS3j6JmOx6VUaXt6VQbj,audio_features,spotify:track:4NGS3j6JmOx6VUaXt6VQbj,0.868
0.0765,https://api.spotify.com/v1/audio-analysis/3E0dHzJ1WIkm58RhJAe13n,0.547,224547,0.8,3E0dHzJ1WIkm58RhJAe13n,0,11,0.0973,-7.397,0,Across 110th Street - Bobby Womack,0.0326,112.248,4,https://api.spotify.com/v1/tracks/3E0dHzJ1WIkm58RhJAe13n,audio_features,spotify:track:3E0dHzJ1WIkm58RhJAe13n,0.517
0.0459,https://api.spotify.com/v1/audio-analysis/6Hvl7XMmmt2e9EGfJKgilT,0.42,151427,0.492,6Hvl7XMmmt2e9EGfJKgilT,1.13E-06,4,0.369,-8.291,1,Across The Universe - Jim Sturgess,0.0779,144.257,4,https://api.spotify.com/v1/tracks/6Hvl7XMmmt2e9EGfJKgilT,audio_features,spotify:track:6Hvl7XMmmt2e9EGfJKgilT,0.471
0.531,https://api.spotify.com/v1/audio-analysis/0xjiVZARgDnyYQF3dOXeOp,0.565,161880,0.629,0xjiVZARgDnyYQF3dOXeOp,0.000302,4,0.11,-4.226,0,Act Nice and Gentle - The Black Keys,0.026,74.843,4,https://api.spotify.com/v1/tracks/0xjiVZARgDnyYQF3dOXeOp,audio_features,spotify:track:0xjiVZARgDnyYQF3dOXeOp,0.725
